,year,price,total_run,tax,engineSize,mileage_lit,model_ I10,model_ I20,model_ I30,model_ I40,model_ I800,model_ IX20,model_ IX35,model_ Ioniq,model_ Kona,model_ Santa Fe,model_ Tucson,transmission_Automatic,transmission_Manual,transmission_Semi-Auto,fule_Diesel,fule_Hybrid,fule_Petrol
285,2013,5998,59039,0,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
286,2016,5998,20851,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
287,2015,7298,35921,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
288,2017,9698,43717,20,1.6,19.13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
289,2018,10998,14927,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
290,2016,9698,40134,30,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
291,2019,15498,10,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
292,2018,13498,12884,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
293,2018,13698,9616,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
294,2017,6698,19419,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
295,2019,15298,879,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
296,2017,9998,9604,145,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
297,2014,5500,17904,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
298,2016,11400,24400,160,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
299,2017,8998,22861,145,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
300,2015,14498,25770,200,2.2,12.23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
301,2017,7798,14814,150,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
302,2019,13998,4396,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
303,2017,6498,26222,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
304,2015,11998,27256,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
305,2016,8498,20251,125,1.4,13.31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
306,2016,7998,18562,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
307,2017,13998,19372,150,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
308,2017,6498,23455,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
309,2019,23998,6491,145,1.6,12.65,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
310,2018,12998,11458,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
311,2017,7998,35934,145,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
312,2018,15498,34889,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
313,2018,15498,37485,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
314,2016,8998,32025,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
315,2018,14498,23513,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
316,2017,12998,33461,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
317,2018,9498,11462,145,1.0,15.24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
318,2018,9298,16259,145,1.0,15.24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
319,2019,14998,3241,145,1.4,10.96,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
320,2019,20998,2573,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
321,2019,17998,17972,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
322,2018,15298,14429,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
323,2017,6498,37864,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
324,2019,12498,1023,145,1.2,12.23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
325,2017,6498,21070,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
326,2018,12498,23001,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
327,2018,12998,9133,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
328,2019,15998,16280,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
329,2019,16498,4004,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
330,2018,13998,11893,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
331,2019,21498,2804,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
332,2018,13698,14441,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
333,2016,8298,13643,20,1.0,16.59,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
334,2017,9490,1862,150,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
335,2016,11495,19312,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
336,2019,12998,14121,145,1.6,15.56,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
337,2018,11298,11150,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
338,2018,11998,8337,145,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
339,2016,14995,25044,125,2.0,15.56,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
340,2016,16498,44905,200,2.2,12.44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
341,2018,17998,7874,145,1.6,12.87,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
342,2018,6998,24152,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
343,2013,11498,59701,265,2.2,10.96,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
344,2015,7798,23001,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
345,2019,15998,11751,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
346,2016,8298,16407,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
347,2016,11998,36512,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
348,2017,6998,21962,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
349,2016,13298,23257,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
350,2019,14998,3398,145,1.4,10.96,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
351,2018,13498,6922,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
352,2015,7998,25399,145,1.4,12.44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
353,2016,7398,19230,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
354,2019,13998,8777,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
355,2018,14498,37305,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
356,2018,14298,8795,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
357,2018,17298,13884,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
358,2018,17298,6443,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
359,2017,7998,25878,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
360,2017,15498,26826,30,1.7,16.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
361,2019,15498,17325,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
362,2015,6698,64365,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
363,2019,15498,17865,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
364,2018,15998,38520,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
365,2016,11498,63104,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
366,2016,12498,31054,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
367,2013,12498,38602,260,2.2,10.96,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
368,2016,7998,50167,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
369,2018,15498,36164,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
370,2018,15498,36759,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
371,2017,7998,21451,145,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
372,2018,10998,14147,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
373,2018,11498,11901,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
374,2018,12498,4758,145,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
375,2018,16498,18,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
376,2018,9498,11852,145,1.0,15.24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
377,2015,6844,45640,145,1.4,12.44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
378,2014,11830,50425,200,2.2,12.23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
379,2019,15998,9488,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
380,2018,13698,11118,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
381,2018,13698,11139,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
382,2016,11798,48233,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
383,2018,11298,17402,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
384,2016,9498,24109,145,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
385,2018,9998,12130,145,1.0,15.24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
386,2018,11498,11122,145,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
387,2018,11498,14875,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
388,2019,15498,14461,150,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
389,2017,7998,5733,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
390,2017,14298,45726,150,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
391,2016,7998,41429,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
392,2017,13998,15908,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
393,2013,5995,42786,145,1.4,12.44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
394,2015,8854,53730,30,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
395,2013,5998,78189,145,1.7,12.87,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
396,2016,7998,30565,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
397,2013,5698,91001,150,1.7,12.87,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
398,2016,11698,24636,165,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
399,2016,12698,35870,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
400,2018,9494,11010,145,1.2,15.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
401,2017,10995,62382,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
402,2018,10498,4826,145,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
403,2018,12998,19001,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
404,2018,13998,18911,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
405,2018,12998,13655,145,1.0,13.82,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
406,2015,7498,34123,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
407,2016,5998,20746,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
408,2019,15298,3752,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
409,2016,13498,26677,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
410,2016,10998,44268,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
411,2016,10498,26775,30,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
412,2016,11998,41350,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
413,2017,10498,33763,145,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
414,2016,11498,42404,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
415,2016,11900,37692,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
416,2017,7998,19583,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
417,2015,8298,64925,165,2.0,13.58,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
418,2013,5998,62227,165,1.4,12.15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
419,2013,6998,26550,145,1.4,12.44,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
420,2016,6998,73053,125,1.4,13.31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
421,2017,9998,13692,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
422,2019,15498,15196,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
423,2019,15498,13684,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
424,2017,13698,6741,150,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
425,2018,15498,9653,150,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
426,2017,14298,25630,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
427,2015,8498,20662,145,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
428,2017,6498,31696,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
429,2017,13998,13490,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
430,2013,6498,56726,150,1.7,12.87,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
431,2018,13298,15474,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
432,2016,9998,89895,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
433,2016,7498,15701,30,1.2,14.64,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
434,2017,15998,14412,150,1.7,16.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
435,2018,15998,17598,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
436,2015,7198,48949,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
437,2016,16498,28723,200,2.0,12.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
438,2017,7798,9859,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
439,2018,17998,16522,145,1.6,12.44,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
440,2015,7998,21575,20,1.6,19.13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
441,2018,11498,16174,145,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
442,2016,8798,30266,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
443,2017,8298,15553,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
444,2019,15498,17338,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
445,2019,32998,1001,145,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
446,2017,12998,24263,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
447,2019,13498,5449,150,1.0,12.05,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
448,2016,8498,25018,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
449,2015,7498,38884,150,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
450,2018,11998,13901,145,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
451,2017,9798,8303,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
452,2018,13698,3353,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
453,2014,8498,43978,145,1.7,14.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
454,2019,15498,12818,150,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
455,2016,7998,29465,125,1.4,13.31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
456,2017,12998,6318,160,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
457,2017,13498,22714,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
458,2015,7298,50221,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
459,2018,7298,3895,145,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
460,2019,15498,13177,150,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
461,2019,15498,11686,150,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
462,2016,9498,18361,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
463,2019,15498,15861,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
464,2019,15498,17431,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
465,2018,13998,8980,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
466,2016,11298,31237,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
467,2017,13998,17820,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
468,2016,8298,8423,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
469,2019,15498,15091,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
470,2019,15498,11896,145,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
471,2016,12498,30164,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
472,2016,12798,35696,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
473,2016,10998,28390,235,1.6,10.22,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
474,2018,16998,11776,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
475,2016,13498,12663,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
476,2017,16998,23941,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
477,2016,8698,28022,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
478,2017,11160,22068,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
479,2017,14480,24144,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
480,2016,12998,23793,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
481,2015,6498,27027,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
482,2017,13998,14920,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
483,2014,8998,38589,30,1.7,16.59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
484,2019,22998,2031,135,1.6,16.59,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
485,2017,15998,15935,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
486,2018,16998,4829,150,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
487,2015,7698,35259,0,1.6,20.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
488,2017,13498,45005,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
489,2016,11798,40540,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
490,2016,10698,59776,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
491,2016,11998,51963,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
492,2017,13498,31927,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
493,2016,9298,5156,145,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
494,2019,33998,3122,145,2.2,10.51,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
495,2016,11698,34747,160,1.6,11.83,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
496,2019,15498,15,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
497,2016,7998,28933,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
498,2017,14498,15455,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
499,2019,21498,1550,145,1.6,13.58,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
500,2016,8498,19658,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
501,2017,10298,9595,160,1.6,11.49,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
502,2016,8798,33503,145,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
503,2014,5916,13281,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
504,2017,7101,1847,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
505,2014,5916,13281,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
506,2017,7101,1847,20,1.0,15.88,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
507,2016,14998,12489,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
508,2016,12998,30773,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
509,2017,14998,8016,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
510,2017,14498,18701,125,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
511,2018,15998,32235,145,2.5,7.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
512,2016,9998,12668,145,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
513,2018,9498,13002,145,1.0,15.24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
514,2018,13498,12424,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
515,2015,5998,41835,30,1.2,12.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
516,2017,18330,15899,145,2.0,14.34,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
517,2019,18497,5137,145,2.5,8.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
518,2019,15498,11750,150,1.6,9.22,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
519,2018,10998,14664,145,1.0,14.93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
520,2015,10995,44705,265,2.0,10.96,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
521,2017,13995,30000,145,1.6,19.63,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
522,2015,9470,33730,145,1.7,14.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
523,2015,7998,30796,150,1.4,12.87,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
524,2017,13850,21985,145,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
525,2018,14498,13557,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
526,2016,17298,23828,200,2.2,12.44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
527,2017,6798,37513,145,1.2,15.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
528,2016,12298,38564,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
529,2016,7298,38297,125,1.4,13.31,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
530,2017,11698,22336,145,1.7,17.36,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
531,2018,14798,6014,145,1.0,11.65,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
532,2018,16698,11942,135,1.6,20.74,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
533,2016,14998,17110,325,2.5,8.88,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
534,2017,14998,17526,145,1.7,15.22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
535,2016,11998,31702,30,1.7,16.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
